Object,d_lum,r_50_phys,r_50_phys err,E(B-V)_nebular,E(B-V)_nebular err,E(B-V)_uv,E(B-V)_uv err,O2_3726A,O2_3726Ae,O2_3729A,O2_3729Ae,Ne3_3869A,Ne3_3869Ae,H1r_4861A,H1r_4861Ae,O3_4959A,O3_4959Ae,O3_5007A,O3_5007Ae,H1r_1216A,H1r_1216Ae,EW(Hb),EW(Hb) err,EW(O3+Hb),EW(O3+Hb) err,EW(LyA),EW(LyA) err,L(H1r_4861A),L(H1r_4861A) err,R23,R23 err,O32,O32 err,UV-beta,UV-beta err,beta1550,beta1550 err,M_1500,M_1500 err,SFR,SFR err,log10(SFR),log10(SFR) err,log10(Sigma_SFR)-Hbeta,log10(Sigma_SFR)-Hbeta err,log10(Sigma_SFR)-UV,log10(Sigma_SFR)-UV err,f_esc(LyA),f_esc(LyA) err,Te_O3,Te_O3 err,OH_12,OH_12 err,log10(Mstar),log10(Mstar) lower,log10(Mstar) upper,P(>N|B),f(LyC),f(LyC) err lower,f(LyC) err upper,f(LyC)/f1100,f(LyC)/f1100 err lower,f(LyC)/f1100 err upper,L(LyC),f_esc(LyC),f_esc(LyC) err,Wl-HI,Wl-HIerr,Rl-HI,Rl-HIerr,Wl-LIS,Wl-LISerr,Rl-LIS,Rl-LISerr,OI+Ly1026-Wl,OI+Ly1026-Wlerr,SiII1260-Wl,SiII1260-Wlerr,CII1334-Wl,CII1334-Wlerr,OI+Ly1026-Rl,OI+Ly1026-Rlerr,SiII1260-Rl,SiII1260-Rlerr,CII1334-Rl,CII1334-Rlerr
J110452+475204,1434.536776,0.614438677,0.126578357,0.101050136,0.022585102,0.1153,0.0243,120.1641358,10.9446961,159.2047752,13.52315835,61.1738415,5.712846795,121.0062042,9.740311701,216.2061848,16.4009876,653.1167744,47.88413425,1213.0467,45.142074,72.74065938,3.180683237,518.0989412,13.03557633,47.288843,3.8592645,2.98E+41,2.40E+40,0.886834536,0.042250275,0.368812763,0.041776408,-1.771685771,0.146644387,-1.854,0.1291,-19.7345,0.0583,4.687717602,0.163874343,0.670961441,0.034958237,0.295824481,0.096054719,0.486390853,0.094931285,0.370494588,0.037078526,13150.89368,1374.759363,8.045894754,0.052797938,8.28900037,0.41854343,0.4530451,0.028111554,0.47766627,0.239164673,0.271457097,0.018964998,0.009655478,0.010395115,1.18E+39,0.0114,0.0073,2.635946,0.196426,0.17335,0.063032,1.058413,0.421154,0.684583,0.133247,-99,-99,0.1252,0.9268,0.0128,1.4702,0.318,0.1617,0.759,0.2932,0.4678,0.5087
J1121+3806,1660.155454,0.330956147,0.131990408,0.089745088,0.022752983,0.0324,0.0332,35.08685925,3.359075507,44.31336765,4.235831445,46.43290313,4.306099731,87.30995636,6.913765227,194.8797771,14.86630716,578.2788217,44.51931765,795,86,210.1729065,19.13691535,1554.615797,106.7201848,142.3,2.9,2.88E+41,2.28E+40,0.876950236,0.045383685,0.862315544,0.044634377,-2.414864852,0.304182231,-2.5362,0.1717,-18.5295,0.0872,4.529932326,0.155785446,0.656091714,0.034390237,0.818370943,0.176584487,0.354938744,0.176761101,0.388929249,0.059246732,13716.98299,1147.541358,8.004693222,0.054084173,7.2,0.111694511,0.111694511,0,2.041121242,0.266928057,0.291260854,0.217856578,0.024824943,0.026789211,3.30E+39,0.4333,0.3863,0.853357,0.267057,0.31855,0.071044,-0.025523,0.975961,0.650957,0.343861,-0.0572,1.2919,-99,-99,0.8286,2.2566,0.1871,0.1123,0.955,0.7047,0.611,0.6464
J112224+412052,1581.376938,0.389438292,0.128260655,0.178445554,0.013533813,0.2062,0.0867,55.77557974,3.394099448,80.21350419,5.382204151,91.0776623,5.347285543,171.3068457,8.933606165,372.4054836,20.21310235,1101.255606,97.51893572,1333.9321,48.333661,130.4039986,4.886453325,387.9609359,12.34775276,145.85341,14.111802,5.13E+41,2.67E+40,0.85868088,0.041105803,0.908384084,0.043496521,-1.732351875,0.374422531,-1.617,0.4556,-19.0253,0.2267,8.064472216,0.182646917,0.90657595,0.022648341,0.927518779,0.14481594,0.955693363,0.146511,0.283197181,0.02015208,16846.58789,1103.829595,7.749171387,0.036750051,8.28199627,0.42282651,0.44674012,2.52E-06,0.98245562,0.244767821,0.281680572,0.100967184,0.02613374,0.029770821,2.94E+39,0.0264,0.0413,0.953579,0.576577,0.165495,0.16968,0.073319,1.327061,0.498113,0.346293,1.655,1.1565,0.449,2.7077,-99,-99,-0.3151,0.3795,0.4255,0.818,0.8639,2.3227
J1127+4610,1686.951931,0.456177161,0.136743226,1.41E-19,0.023578876,0.0364,0.0292,24.77715564,3.151849168,28.4375096,3.361077144,23.43317882,2.555856225,88.55833786,8.572092752,148.0984156,13.58396148,441.1074901,39.49252099,444,56,158,26,1341.435777,109.0969041,94.3,2.2,3.02E+41,2.92E+40,0.746780619,0.054657521,0.918513098,0.05409196,-1.869153476,0.259284107,-2.367,0.1498,-18.4057,0.0791,4.744225265,0.19943759,0.676165302,0.042037968,0.559718359,0.136802724,-0.020536994,0.132879596,0.212154909,0.038964068,9272.881886,449.5397955,8.540334386,0.063475132,7.44,0.115417661,0.115417661,0.03898251,0.162264242,0.089440218,0.098450219,0.023273139,0.013060642,0.014065178,3.41E+39,0.0589,0.0385,1.975023,0.188215,0.103092,0.036893,0.340607,0.680849,0.532085,0.190865,2.093,0.5816,1.7865,1.1832,0.5247,1.8698,0.1104,0.106,0.4906,0.2944,0.348,0.5837
J112848+524509,1946.540135,0.740281309,0.150462712,0.205763942,0.026054761,0.248,0.0347,138.6268148,10.98344701,167.5510304,14.79342075,60.62229829,5.192273328,114.8734394,8.170185892,184.4386207,12.56255711,574.2628698,38.70798556,1045.0969,52.945534,33.93539155,1.045537676,214.2049102,3.44244103,49.106378,5.2047228,5.21E+41,3.70E+40,0.884480493,0.037433405,0.273136975,0.039242344,-2.003388459,0.255546027,-1.2913,0.1706,-20.4495,0.087,8.193638139,0.253089077,0.91347678,0.030888486,0.376503344,0.093519032,1.048221461,0.093747193,0.352008945,0.037291172,11702.44698,529.1249061,8.21417246,0.052484544,9.17528016,0.42947418,0.43993073,0.005107137,0.41133997,0.17963899,0.197602793,0.021915962,0.009310453,0.010159644,1.87E+39,0.0055,0.0041,3.046283,0.188671,0.113407,0.064799,0.632676,0.645754,0.331373,0.176839,2.2445,0.6802,1.5338,1.1993,0.7207,1.8578,-0.0881,0.1901,0.2158,0.3629,0.1275,0.564
J112933+493525,1826.513874,0.440516367,0.144001695,0.044568577,0.026504125,0.0368,0.0374,52.97900446,5.55827265,78.73770307,7.907236405,36.37565951,3.768898252,78.79791407,7.262791415,156.1421649,13.68211943,445.1193411,39.10680811,897.66823,46.473933,77.34387807,3.093544177,543.6143481,16.55073393,52.46973,5.2893538,3.15E+41,2.90E+40,0.864537672,0.050221134,0.528835599,0.049713771,-1.918962673,0.264974477,-2.4855,0.2066,-19.5691,0.1006,4.948699717,0.198090778,0.694491102,0.040028854,0.608387136,0.147503107,0.445819463,0.14386916,0.368759035,0.039423413,11077.51401,652.1295338,8.307018823,0.060932428,8.3563814,0.41102363,0.46723838,0.859012943,0,0.157609644,0.17966845,0.011294007,0.009770904,0.011294007,7.18E+38,0.0205,0.0144,2.726232,0.233839,0.119015,0.059411,-0.367037,0.857672,0.488888,0.219002,1.8383,0.696,1.1334,1.3244,-99,-99,-0.011,0.1029,0.5164,0.3905,0.217,1.2915
J113304+651341,1211.133155,0.700358519,0.117562099,0.088643774,0.012098017,0.1368,0.023,181.5872809,11.8396555,230.0314002,14.61844969,127.5002352,8.702896264,269.7509801,15.138644,512.040166,28.17304757,1543.841897,83.22107338,2083.1533,85.081481,63.59401826,2.012022518,449.564182,5.793813537,37.543342,3.2388411,4.74E+41,2.66E+40,0.860286034,0.030872502,0.574107746,0.030692051,-1.664374674,0.124275005,-1.9919,0.1227,-20.1184,0.0507,7.448644495,0.181545507,0.872077247,0.024372959,0.383256548,0.076867039,0.667094273,0.075168458,0.290443189,0.025419809,14088.68284,883.7950355,7.9825626,0.039116247,9.64675776,0.3825623,0.48004186,0.005777538,2.551456601,1.210473839,1.426544533,0.045622697,0.021196,0.025409302,4.48E+39,0.0219,0.0166,2.735958,0.180165,0.292854,0.063706,0.146191,0.354801,0.764665,0.136055,2.8262,0.413,0.2881,0.6615,0.884,1.1196,0.2641,0.1077,0.6892,0.2724,0.5696,0.4126
J1152+3400 ,1806.841358,0.37645596,0.136955433,0.136201217,0.010495571,0.0951,0.029,266.48787,17.53935636,232.3833105,16.27027582,205.1304446,11.14906904,408.2607132,20.06728929,828.7158931,40.04803097,2487.339213,119.4586785,2113,42,141.0807338,2.941750354,1086.147654,17.34199282,79,2,1.60E+42,7.84E+40,0.864182813,0.027742165,0.697746601,0.029475574,-1.624194928,0.187998576,-2.0882,0.1469,-20.6777,0.0716,25.09042779,0.535603606,1.399508066,0.02134693,1.449899844,0.159432768,1.183294208,0.159031329,0.212886433,0.021564892,13704.55632,660.0037714,8.02481085,0.033741441,9.59,0.148770883,0.148770883,0,4.881743893,0.614660575,0.687121632,0.134028644,0.017132844,0.019339521,3.91E+39,0.1767,0.1446,2.213126,0.30458,0.168189,0.104961,0.578844,0.514179,0.655503,0.168452,2.2659,0.542,1.2643,0.9794,-0.2401,2.0702,0.3127,0.174,0.6964,0.2679,0.5665,0.5435
J1154+2443,1975.40558,0.63453403,0.148906547,0.158904276,0.017553385,0.0462,0.0293,29.16970931,3.073969172,42.28211853,3.776858914,63.80552289,4.762122987,132.2361557,8.234783447,250.3224732,15.91161217,760.7846738,45.72568885,1489,30,165.2497151,8.591454346,1296.224445,52.99213913,133,3.3,6.18E+41,3.85E+40,0.798896545,0.036156033,1.027248412,0.039464248,-2.493652657,0.303424123,-2.4735,0.1371,-19.2206,0.0762,9.713890375,0.262711738,0.987393198,0.027044956,0.584303494,0.105443538,0.021137268,0.105798191,0.482386465,0.044467051,16239.41346,1414.485422,7.710324577,0.042973572,8.2,0.127207637,0.127207637,0,5.248444151,0.487742289,0.535011707,0.535489794,0.048873049,0.053350226,4.67E+39,0.6247,0.3155,1.326991,0.197811,0.467234,0.08479,0.862523,0.899112,0.529664,0.223959,-1.1575,0.9007,-0.1667,5.6837,1.4063,1.6163,0.4531,0.1547,0.4439,0.5251,0.6288,0.5762
J115855+312559,1220.355382,0.546110932,0.112389612,0.103706807,0.009052849,0.1777,0.0179,893.9306053,48.51757996,715.0358834,40.07423312,240.3570489,13.94242563,758.263075,36.17216991,947.4859691,44.19211748,2857.101643,130.8537667,4908.8282,131.88612,70.21866091,1.450668084,351.150036,3.193565236,48.879963,5.0162822,1.35E+42,6.45E+40,0.770105436,0.025071497,0.249378692,0.026156052,-1.391156853,0.090967153,-1.7184,0.0962,-20.8722,0.0386,21.25802826,0.440414837,1.32752298,0.020717577,1.05478137,0.09174752,1.321948282,0.096024261,0.245799709,0.016117647,9938.633224,173.3647696,8.385521217,0.031017655,9.74550555,0.35456577,0.52238649,0,20.0294278,2.788069301,3.158818321,0.200714908,0.025158669,0.027766839,3.57E+40,0.0658,0.0239,1.961793,0.158754,0.403649,0.06046,0.881861,0.263566,0.7867,0.109647,1.5133,0.4329,0.9744,0.4852,-0.4454,0.8829,0.4699,0.1214,0.7367,0.2235,0.9068,0.3649
J115959+382422,1363.427015,0.564318094,0.119048556,0.169089486,0.014744363,0.0615,0.0348,71.45140053,5.953981394,85.49853027,6.447190098,127.1399375,8.365078668,201.0978442,11.42112473,443.2828532,24.68683043,1314.611793,72.51238885,2027.3554,41.535824,191.3507752,11.87350091,1606.490884,67.35991765,149.92868,11.970172,4.47E+41,2.54E+40,0.864371068,0.032757476,0.923036395,0.034110783,-1.390574254,0.182328842,-2.449,0.1975,-18.6535,0.0862,7.03722821,0.173575092,0.847401635,0.024665264,0.546173815,0.094880845,-0.00983308,0.098500103,0.419414587,0.034752753,16387.26738,1001.494434,7.785700779,0.038423004,8.25285602,0.42275056,0.44623114,0.01452869,0.603988661,0.282727183,0.323994823,0.046572691,0.021830084,0.024911562,1.34E+39,0.0431,0.0485,1.477516,0.301703,0.090795,0.061894,0.051173,0.601429,0.703937,0.192335,-99,-99,0.9665,1.1695,-1.3397,2.2143,-99,-99,0.3829,0.3331,0.7817,0.592
J120934+305326,1086.740921,0.34194351,0.102349872,0.080309907,0.005939445,0.1694,0.0113,634.9045081,35.57556795,587.7228019,29.16067202,359.0765657,16.22223838,854.6657518,33.70193322,1478.465295,57.70577851,4458.707209,172.3561105,3340.0904,78.016,102.1368494,1.282198125,645.7052124,6.192275632,34.100733,2.9566414,1.21E+42,4.76E+40,0.82265406,0.021891443,0.561914862,0.023427064,-1.219393256,0.045776454,-1.8097,0.0605,-20.5729,0.0289,19.00110129,0.325403037,1.278778773,0.017125483,1.412690173,0.13111541,1.538940665,0.133804398,0.14271161,0.007520783,11948.9555,346.4909509,8.165214157,0.032596847,8.75043573,0.43311431,0.43571872,0.321062128,1.185739194,2.816174509,3.592190138,0.013401988,0.032972603,0.039466246,1.68E+39,0.0133,0.03,2.571899,0.083014,0.23471,0.026898,1.201783,0.144377,0.641721,0.049036,2.2489,0.1915,0.693,0.3138,1.1954,0.4116,0.2485,0.0499,0.5534,0.1174,0.6885,0.1285
J121915+453930,1575.420008,0.723910502,0.137369831,0.196776413,0.020903368,0.1972,0.0424,200.1914716,13.58319175,246.3209126,16.73501778,57.24582764,5.419714127,130.6985453,8.597488428,183.1323471,11.6489874,553.9441653,33.86016205,654.2712,37.833635,39.67634525,1.318004861,224.8583427,4.457012782,36.980624,4.0965673,3.88E+41,2.55E+40,0.883927478,0.033462529,0.093632484,0.033826099,-1.605548168,0.229114941,-1.5696,0.2177,-19.6145,0.1091,6.106521605,0.174453247,0.785793898,0.02856835,0.268244276,0.087223272,0.658529429,0.089815247,0.213267156,0.0223023,12058.31165,503.8039559,8.164594191,0.048814886,9.64400567,0.36936817,0.49490369,0.004817491,0.533665119,0.233849423,0.267767838,0.028494807,0.012128612,0.013882146,1.59E+39,0.0129,0.0118,3.059909,0.27539,0.207325,0.113228,1.891732,0.584909,0.422808,0.1991,3.5235,0.5323,2.0499,1.0357,0.5863,1.6672,0.1376,0.2215,0.4236,0.4414,0.2017,0.5045
J1233+4959,2313.687868,0.371039248,0.156446626,1.20E-18,0.079808774,0.0374,0.0455,22.4110216,4.721694033,20.89156049,4.627691391,42.90357734,8.132982664,76.91776062,12.68950078,178.8597933,28.65785327,532.2159479,85.15203482,836,97,196.5044217,11.35556001,1619.365722,75.8167454,152,6.7,4.93E+41,8.13E+40,0.874032679,0.096370309,1.08957409,0.096045904,-2.139196598,0.37946786,-2.4509,0.2426,-19.4376,0.1258,7.751158202,0.555352611,0.889366601,0.071647694,0.952347029,0.196635541,0.545579263,0.185171202,0.40709853,0.089189197,10989.23834,941.1943793,8.323919006,0.109868907,7.79,0.120847255,0.120847255,0,0.823123501,0.102455077,0.109071453,0.09209384,0.012043791,0.012642803,6.41E+39,0.1921,0.0984,1.676917,0.220277,0.195935,0.061196,0.526367,1.050542,0.611548,0.314835,-0.68,0.9509,0.3274,2.3144,0,0,0.2307,0.1618,0.4867,0.4881,0,0
J123519+063556,1750.483507,0.450599913,0.137886044,0.13559045,0.02384201,0.0795,0.0196,121.974488,12.36713951,200.2233917,16.2601068,94.1422388,8.146692322,295.7964038,21.88241715,469.2267509,33.49898247,1357.086873,98.63480995,539.58102,48.685154,85.95341589,2.488686121,499.7984315,11.9807644,15.549731,2.0567243,1.08E+42,8.02E+40,0.754131455,0.041362243,0.624484972,0.041887953,-2.11895764,0.162269598,-2.129,0.0967,-20.423,0.0475,17.06237041,0.548183659,1.232039366,0.032128224,1.12627729,0.136724908,0.903099227,0.139742143,0.053850294,0.006286166,10918.54445,1003.583033,8.359065307,0.052531573,8.89413555,0.42590948,0.44444277,2.59E-10,1.145223405,0.248830852,0.284351896,0.033504725,0.006790803,0.007342,4.20E+39,0.0519,0.0224,2.572768,0.122625,0.274082,0.046084,0.326257,0.433722,0.64385,0.164268,1.6994,0.4575,-0.4518,1.0118,0.6522,1.3318,0.3368,0.1263,0.7571,0.354,0.3835,0.4896
J124033+212716,1454.067247,0.442410693,0.128494211,0.338607941,0.023518363,0.106,0.017,158.4727929,12.03090619,230.1562755,17.14793339,142.9406982,11.31331963,297.5819082,21.12812573,577.2850237,32.65390512,1643.755242,86.07432836,551.83852,28.415024,171.6956853,14.0444544,1015.034523,46.33746541,24.486858,2.5614058,7.53E+41,5.35E+40,0.834399309,0.03618166,0.626301869,0.032636678,-1.492591684,0.109092025,-2.029,0.0853,-19.5409,0.0381,11.84420561,0.36521171,1.073505938,0.030834631,0.98367484,0.129851067,0.654555787,0.147955031,0.077132228,0.00748018,15775.1863,1393.618216,7.805931417,0.046150319,8.45580484,0.41991598,0.45054203,0.802167679,0,0.168324651,0.183908519,0.008981123,0.008175379,0.008981123,4.65E+38,0.0107,0.0073,2.676422,0.15624,0.137936,0.04587,0.18586,0.363219,0.783137,0.135474,2.5771,0.3362,-0.327,0.8633,0.5318,1.0741,0.0597,0.0699,0.6827,0.2707,0.6113,0.3985
J124206+011537,1381.537623,0.549337714,0.133972926,0.480277563,0.028776315,0.3133,0.0091,1281.325697,100.4164556,1118.469609,97.83828255,223.9058666,42.10576184,776.7642232,42.22844809,351.7495702,25.41192521,972.4279743,48.9831525,-495.64976,53.584863,18.24213456,0.563242449,43.36125778,0.882389569,-7.8585406,2.6331275,1.77E+42,9.65E+40,0.637627108,0.030384943,-0.392316756,0.033500931,-0.349071113,0.041362455,-0.969,0.0435,-20.7047,0.0189,27.9090515,0.658939125,1.445745077,0.02361023,1.167886377,0.108515718,1.645624415,0.109374542,-0.022595411,-0.00281979,9197.549785,178.5192103,8.349797561,0.05265945,10.38,0.161026253,0.161026253,0.67403823,0,0.224058276,0.207800284,0.005319912,0.005570053,0.005319912,2.28E+39,0.0003,0.0002,4.060315,0.066686,0.112132,0.021946,3.094739,0.100478,0.300215,0.032127,-99,-99,2.3786,0.2316,3.329,0.239,-99,-99,0.3004,0.0555,0.2263,0.0487
J1243+4646 ,2377.304185,0.402620504,0.156185571,0.155807354,0.016973848,0.0274,0.0193,52.44920202,6.774469683,69.00016288,7.714258077,122.3838254,8.828492258,241.9846784,14.88185771,562.2012798,33.35906719,1666.997171,117.3368283,1803,28,241.4705219,10.90758539,1494.962032,60.01967627,98,1.9,1.64E+42,1.01E+41,0.868688093,0.039133627,1.137539615,0.047773372,-2.976612053,0.280680523,-2.7251,0.1003,-20.0533,0.051,25.74469843,0.687608766,1.410687809,0.026708752,1.402716164,0.170576615,0.693559278,0.170364866,0.310168811,0.027649861,15911.60128,1144.997179,7.836431517,0.045443142,7.8,0.121002387,0.121002387,0,11.73554991,1.129508233,0.557054542,0.756336238,0.032298065,0.03459141,6.76E+39,0.889,0.2018,0.773626,0.157337,0.616702,0.061796,-0.28089,0.548131,0.709715,0.158731,-99,-99,-0.8767,1.1019,-1.7781,2.9081,1.2624,0.2657,0.854,0.3778,0.738,0.7494
J124423+021540,1199.575688,1.000601404,0.118958214,0.095863215,0.005905535,0.1413,0.0302,1118.438103,49.1352552,1034.463798,45.92202329,637.6193225,27.61745736,1306.578698,49.96382223,2602.930003,98.19930375,7825.037194,292.3495082,2145.164,94.343581,142.8989533,2.722820574,1105.597411,10.50531365,41.325919,3.5368293,2.25E+42,8.60E+40,0.882905275,0.021125691,0.560462169,0.02115014,-0.491445952,0.148026936,-1.9487,0.1515,-19.9765,0.0676,35.39332092,0.587794754,1.548921314,0.016607505,0.750219229,0.054237041,0.308424154,0.054022402,0.063363343,0.004507097,12272.74572,320.1088247,8.163362392,0.024531547,9.09853672,0.43056876,0.43787188,0.29577017,0.54258155,1.677291198,1.285874139,0.011148077,0.033940816,0.026887332,9.35E+38,0.0151,0.0341,2.897263,0.231958,0.218767,0.082372,1.502736,0.374727,0.427968,0.111548,2.4132,0.6016,1.5329,0.7515,0.5819,1.2147,0.1788,0.1396,0.5032,0.2605,0.8255,0.4232
J124619+444902,1686.583331,1.003022961,0.14760682,0.159517959,0.009607386,0.2013,0.0558,407.3704747,21.27758996,481.0781581,24.44800258,277.7227996,13.69972173,549.5287153,24.67205227,1014.766707,44.6225803,3459.983851,265.6644115,2106.2494,94.157407,166.3779091,2.831260348,615.3274071,13.57597922,70.411334,6.7055535,1.87E+42,8.40E+40,0.89834234,0.033085668,0.590441748,0.036918235,-1.49921755,0.252622884,-1.7169,0.2815,-20.3341,0.1415,29.42635222,0.57376708,1.468736429,0.01949841,0.667934811,0.066819786,0.681052119,0.070227148,0.143224943,0.010783037,13409.67025,577.4080943,8.011854663,0.041176442,8.89092643,0.42808793,0.44044157,0.010305192,0.541090094,0.262981914,0.316288797,0.017073765,0.008397044,0.009842458,1.84E+39,0.0044,0.0067,2.326679,0.240481,0.016896,0.041813,1.119612,0.808086,0.553931,0.22608,1.4686,0.8885,0.6997,1.709,1.3559,1.8662,-0.0633,0.0827,0.4331,0.4763,0.2582,0.4775
J1248+4259 ,1937.184549,0.531714841,0.142939207,2.15E-09,0.106961483,0.2142,0.0849,41.37185429,9.208770852,52.57406736,11.57343735,95.57871743,20.51758272,234.581422,43.8081573,464.4175393,86.53168067,1382.925238,257.8644084,1500,27,307.9766205,9.55780835,1341.058021,38.06348964,256,5.2,1.05E+42,1.97E+41,0.799048995,0.111116408,1.167920771,0.105983141,-1.040632574,0.429184514,-1.4245,0.4562,-19.085,0.2401,16.5716609,1.344038542,1.219366038,0.081104637,0.969828605,0.142156692,0.650619643,0.123066846,0.267475289,0.062093996,17836.51555,5013.068715,7.661832065,0.125293808,8.2,0.127207637,0.127207637,0.055816288,0.240073655,0.169862694,0.148288836,0.04349327,0.030049993,0.026708976,4.49E+39,0.0127,0.0093,1.27583,0.430442,0.027947,0.125567,0.879206,1.386597,0.565364,0.361954,1.6508,1.3745,-0.3307,3.7782,-99,-99,0.1742,0.358,0.5746,0.7145,0.9024,2.6395
J124835+123403,1337.404195,0.333105008,0.149257776,0.062697933,0.010376019,0.0993,0.0258,427.2137854,27.20580184,475.7096564,29.87895657,253.670484,16.13695196,516.7691932,27.89762719,1041.670788,55.03759761,3122.058393,163.4725118,5813.0774,140.95067,138.6950519,2.929946321,971.5463954,13.94907082,97.895453,8.4326711,1.11E+42,5.97E+40,0.891467309,0.029661634,0.538790093,0.029914422,-1.510739617,0.159087025,-2.0105,0.1348,-20.341,0.063,17.40012659,0.407950405,1.240552408,0.023445255,1.397210217,0.196006035,1.241040675,0.19592251,0.424323079,0.03047206,12406.95414,627.8239164,8.163408113,0.035933229,8.74988033,0.42784858,0.44060175,0.014731561,1.610210621,0.830928793,0.990396241,0.028266149,0.014560018,0.01713789,3.45E+39,0.0473,0.0356,1.963694,0.231267,0.025298,0.041555,1.117623,0.479521,0.397679,0.137158,-0.9809,0.8987,1.4093,1.0238,0.2178,1.393,0.2673,0.1507,0.2927,0.24,0.7803,0.6903
J124911+464535,1997.509771,0.995339377,0.152339235,0.038119518,0.020206104,0.272,0.1295,82.42953791,8.212588971,97.72337191,8.89692037,41.04188461,3.879956219,104.3173244,8.286025384,186.5588354,14.76763389,577.674726,43.95049816,-1.6143693,33.23067,110.4398582,3.837561772,779.5153562,19.29919945,-0.13972443,2.9674615,4.98E+41,3.96E+40,0.861213999,0.043272842,0.506042086,0.044087844,-2.305702363,0.809573304,-1.4013,0.7231,-19.4736,0.3827,7.835463538,0.270295504,0.894064694,0.034496428,0.099942454,0.07488824,0.502572023,0.081116949,-0.000590846,-0.012162295,11022.94796,523.7890914,8.266664828,0.05499826,8.37815082,0.42849116,0.44274335,0.910783008,0,0.232659099,0.246609085,0.033089707,0.033060003,0.033089707,1.18E+39,0.003,0.0091,2.722403,0.553277,100,-99,1.031262,3.230667,100,-99,1.558,2.0653,0.221,4116.0646,4.6402,153.8352,0.0329,0.4834,0.0315,4.8302,-0.3927,3.8439
J125503+255609,1624.261742,0.960870966,0.140523481,0.135724522,0.013804053,0.0795,0.0264,166.695335,10.43668201,212.9651843,13.55984137,116.3256923,7.432299462,219.4936527,12.345648,437.0600476,23.96761063,1337.090259,72.35884951,1573.5669,66.761616,80.77180125,2.000539508,603.1761225,9.841137979,49.326094,4.4054011,6.93E+41,3.90E+40,0.893285287,0.030830249,0.546765287,0.030585855,-1.808732693,0.155978119,-2.2432,0.1402,-20.1362,0.0606,10.90095197,0.266281293,1.037464426,0.024427343,0.273954416,0.068049237,0.140738406,0.066656564,0.303082784,0.05462029,13654.96212,982.0197938,7.997631743,0.040484079,9.11429398,0.27455215,0.64534525,0.547018496,0,0.205092865,0.230533135,0.007404,0.006582254,0.007404,7.28E+38,0.0094,0.0065,3.216163,0.169947,0.162519,0.053112,0.982615,0.388631,0.485282,0.119436,2.4843,0.4163,1.167,0.8121,0.4435,1.3881,0.2286,0.1044,0.4628,0.2601,0.7231,0.4357
J1256+4509 ,1875.496515,0.328580508,0.138669145,0.080260043,0.014443585,0.0625,0.0321,28.04903781,2.47257607,26.92341424,2.36252527,72.87815177,5.147450382,135.0552193,8.493034793,337.7683378,20.99887147,1002.662967,61.65788617,884,21,203.3947708,7.036593939,1739.739411,51.81988979,86,3.2,5.69E+41,3.58E+40,0.893824614,0.037267682,1.261009866,0.037989155,-2.486996827,0.238286101,-2.6442,0.1653,-19.0831,0.0826,8.942816635,0.244236272,0.951474326,0.027310889,1.120010864,0.185306688,0.589246169,0.184486843,0.28021627,0.035136583,15383.37191,889.529783,7.905819039,0.042291741,8.8,0.136515513,0.136515513,0,6.101206107,0.358546402,0.397473463,0.667713698,0.041769741,0.044352212,4.21E+39,0.3845,0.1878,0.804079,0.209953,0.373665,0.068072,-0.600842,0.67025,0.69952,0.1681,-0.0121,1.2007,0.0104,1.2378,-0.6223,2.1821,0.1239,0.1893,0.4654,0.3257,0.695,0.4515
J125718+410221,1631.471773,0.438085647,0.132697695,0.058881803,0.012805108,0.0948,0.0413,156.3622367,10.71938833,186.65418,13.29995233,144.3476168,10.72282813,277.9501512,17.39248407,548.9477493,32.97129297,1727.763913,103.5430136,933.11188,49.853419,177.35598,5.330401209,1359.010106,31.41366136,62.016656,6.0260821,8.85E+41,5.54E+40,0.872167116,0.034970171,0.702169493,0.03384,-1.635180275,0.237117038,-2.1039,0.2176,-19.4515,0.1057,13.92696464,0.378473509,1.143856473,0.027175592,1.062558556,0.134326993,0.619612502,0.134015496,0.126064794,0.011829759,13409.67025,610.7765864,8.010711896,0.038435977,8.6724617,0.42677589,0.44168663,0.235138892,0.099139286,0.140877412,0.160871915,0.005982105,0.009092894,0.009877522,3.16E+38,0.014,0.0204,2.615224,0.226222,0.080688,0.053779,1.42059,0.640662,0.478311,0.220112,3.0118,0.5253,1.8477,1.4037,1.1869,1.9981,0.0601,0.1488,0.3771,0.5441,0.2035,0.5705
